player_name,elo,hard_elo,clay_elo,grass_elo,rank,rank_points,age,ht,is_left,matches_played,win_last_5,win_last_25,win_last_50,win_last_100,elo_grad_20,elo_grad_35,elo_grad_50,elo_grad_100
Jannik Sinner,2400.26496127164,2138.2852327897585,1651.3876825226748,1428.5243930978354,1.0,11830.0,24.2,191.0,0,352,1.0,0.96,0.9,0.9,41.38368073446463,30.81022660521694,92.23894927971924,264.56500672150514
Roman Andres Burruchaga,1440.2837454680584,1440.2837454680584,1440.2837454680584,1440.2837454680584,144.0,431.0,23.3,183.0,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,9.41842188154078,9.41842188154078,9.41842188154078,9.41842188154078
Chris Brandi,1374.3822607269706,1374.3822607269706,1374.3822607269706,1374.3822607269706,2000.0,0.0,42.6,186.27336318231923,0,1,0.0,0.0,0.0,0.0,-25.61773927302943,-25.61773927302943,-25.61773927302943,-25.61773927302943
Lorenzo Musetti,1949.9657882039817,1422.821503112242,1759.3569385440385,1494.4755386432398,17.0,2600.0,23.7,185.0,0,244,0.6,0.64,0.66,0.57,9.052062831550984,115.0545246749225,164.80723082436975,104.94803435184599
Hamid Reza Nadaf,1425.770920571255,1400.0,1400.0,1425.770920571255,1588.0,2.0,32.2,183.0,0,1,1.0,1.0,1.0,1.0,25.77092057125492,25.77092057125492,25.77092057125492,25.77092057125492
Sharmal Dissanayake,1382.335886016045,1373.2637566122503,1398.39220569614,1382.335886016045,2000.0,0.0,28.8,185.67156964873536,0,8,0.6,0.375,0.375,0.375,-17.664113983955076,-17.664113983955076,-17.664113983955076,-17.664113983955076
Mark Woodforde,1844.3570314621134,1855.1284043284754,1844.3570314621134,1865.8169943079488,191.0,191.0,59.7,188.0,1,59,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,-21.459962845835435,-21.459962845835435,-21.459962845835435,-21.459962845835435
Tomas Martin Etcheverry,1751.909182802993,1529.536051411849,1728.7042745470842,1321.2699847121805,39.0,1315.0,26.3,196.0,0,136,0.4,0.52,0.54,0.53,57.55206406452817,25.254335417586162,34.31797002160192,178.30573048553129
Yannick Hanfmann,1701.581139838079,1445.3894094977575,1653.5891162857993,1401.7291344289974,95.0,594.0,33.8,193.0,0,151,0.8,0.52,0.46,0.49,63.716802883372566,6.377712385904488,22.974017320135772,59.11534055230027
Nicholas Campbell,1400.0,1400.0,1400.0,1400.0,2000.0,0.0,25.5,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
